rute_100m sum
22648006642900 22
22648006643000 29
22648006643200 33
22648006643300 16
22648006643400 33
22648006643500 30
22648006643600 49
22648006643700 25
22648006643800 39
22648006643900 54
22648006644000 24
22648006644100 14
22648006644200 59
22648006644300 100
22648006644400 115
22648006644500 39
22648006644600 115
22648006644700 39
22648006644800 20
22648006644900 31
22648006645000 46
22648006645100 47
22648006645200 46
22648006645300 17
22648006645400 32
22648006645500 47
22648006645600 56
22648006645700 67
22648006645800 62
22648006645900 38
22648006646000 37
22648006646100 34
22648006646200 32
22648006646300 35
22648006646400 67
22648006646500 62
22648006646600 48
22648006646700 36
22648006647000 22
22648006647100 44
22648006647200 49
22648006647300 18
22648006647400 71
22648006647500 59
22648006647600 49
22648006647700 37
22648006647800 14
22648006647900 97
22648006648000 38
22648006648100 15
22648006648300 202
22648006648400 154
22648006648500 6
22648006648600 15
22648006648700 18
22648006648900 30
22648006649000 74
22648006649100 73
22648006649200 98
22648006649300 42
22648006649400 131
22648006649600 339
22648006650000 333
22648006650100 20
22648006650200 114
22648006650300 65
22648006650400 16
22648006650600 34
22648006650700 29
22648006650800 5
22648006650900 195
22648006651000 80
22648006651100 115
22648006651200 107
22648006651300 317
22648006651500 17
22648006651600 53
22648006651700 187
22648006651800 96
22648006652100 13
22648006652200 58
22648006652300 24
22648006652400 31
22648006652500 46
22648006652600 36
22648006652700 51
22648006652900 5
22648006653000 58
22648006653100 33
22648006653200 38
22648006653300 38
22648006653400 18
22648006653500 25
22648006653600 26
22648006653700 55
22648006653800 25
22648006653900 46
22648006654000 80
22648006654100 61
22648006654200 37
22648006654300 52
22648006654400 58
22648006654500 53
22648006654600 30
22648006654700 20
22648006654800 25
22648006654900 16
22648006655000 30
22648006655100 45
22648006660100 12
22648006661200 6
22649006639400 31
22649006639500 63
22649006639600 65
22649006639700 40
22649006639800 54
22649006639900 35
22649006640000 39
22649006640100 72
22649006640200 43
22649006640300 15
22649006640400 21
22649006640500 38
22649006640600 34
22649006640700 18
22649006640800 54
22649006640900 40
22649006641000 27
22649006641100 33
22649006641200 24
22649006641300 21
22649006641400 26
22649006641600 48
22649006642200 19
22649006642300 33
22649006642400 13
22649006642500 41
22649006642600 46
22649006642700 62
22649006642800 18
22649006642900 55
22649006643000 72
22649006643200 37
22649006643300 12
22649006643400 19
22649006643500 48
22649006643600 34
22649006643700 33
22649006643800 38
22649006643900 32
22649006644000 23
22649006644100 31
22649006644200 36
22649006644300 27
22649006644400 28
22649006644500 25
22649006644600 12
22649006644700 29
22649006644800 33
22649006644900 49
22649006645000 38
22649006645100 22
22649006645200 41
22649006645300 30
22649006645400 39
22649006645500 49
22649006645600 67
22649006645700 47
22649006645800 30
22649006645900 42
22649006646000 54
22649006646100 56
22649006646200 44
22649006646300 59
22649006646400 33
22649006646500 42
22649006646600 58
22649006646700 10
22649006646900 5
22649006647000 30
22649006647100 50
22649006647200 28
22649006647300 47
22649006647400 32
22649006647500 5
22649006647600 41
22649006647700 39
22649006647800 33
22649006647900 46
22649006648000 67
22649006648200 100
22649006648300 48
22649006648500 187
22649006648600 180
22649006648800 14
22649006648900 137
22649006649000 122
22649006649100 89
22649006649200 111
22649006649300 103
22649006649600 82
22649006649800 16
22649006649900 91
22649006650000 127
22649006650100 45
22649006650200 101
22649006650300 257
22649006651000 154
22649006651100 344
22649006651200 34
22649006651300 286
22649006651400 126
22649006651600 40
22649006651700 234
22649006651800 77
22649006652200 37
22649006652300 34
22649006652400 47
22649006652500 41
22649006652600 36
22649006652700 49
22649006652800 44
22649006653000 34
22649006653100 30
22649006653200 36
22649006653300 47
22649006653400 49
22649006653500 65
22649006653600 42
22649006653700 68
22649006653800 53
22649006653900 57
22649006654000 59
22649006654100 63
22649006654200 56
22649006654300 56
22649006654400 25
22649006654500 30
22649006654600 74
22649006654700 24
22649006655000 27
22649006655100 130
22649006655200 11
22650006639300 16
22650006639400 146
22650006639500 27
22650006639600 49
22650006639700 37
22650006639800 48
22650006639900 52
22650006640000 50
22650006640100 67
22650006640200 9
22650006640300 43
22650006640400 45
22650006640500 23
22650006640600 13
22650006640700 22
22650006640800 18
22650006640900 39
22650006641000 25
22650006641100 37
22650006641200 36
22650006641300 33
22650006641400 64
22650006641500 225
22650006641600 126
22650006641700 160
22650006641800 20
22650006641900 28
22650006642200 33
22650006642300 57
22650006642400 46
22650006642500 24
22650006642600 61
22650006642700 26
22650006642800 47
22650006642900 38
22650006643000 41
22650006643200 17
22650006643300 32
22650006643400 22
22650006643500 25
22650006643600 51
22650006643700 21
22650006643800 29
22650006643900 38
22650006644000 17
22650006644100 30
22650006644200 25
22650006644300 53
22650006644400 29
22650006644500 19
22650006644600 31
22650006644700 36
22650006644800 45
22650006644900 28
22650006645000 57
22650006645100 43
22650006645200 14
22650006645300 33
22650006645400 34
22650006645500 29
22650006645600 84
22650006645700 36
22650006645800 33
22650006645900 57
22650006646000 29
22650006646100 78
22650006646200 18
22650006646300 33
22650006646400 40
22650006646500 33
22650006646600 16
22650006647000 46
22650006647100 51
22650006647200 51
22650006647300 32
22650006647500 72
22650006647600 41
22650006647700 42
22650006647800 59
22650006647900 12
22650006648000 59
22650006648300 115
22650006648400 152
22650006648500 165
22650006648600 139
22650006648700 17
22650006648800 19
22650006648900 116
22650006649000 11
22650006649200 24
22650006649600 75
22650006649800 104
22650006649900 51
22650006650000 117
22650006650100 145
22650006651000 68
22650006651100 218
22650006651200 181
22650006651300 228
22650006651500 61
22650006651600 58
22650006651700 50
22650006651800 15
22650006652200 166
22650006652300 130
22650006652400 98
22650006652500 62
22650006652600 57
22650006652700 34
22650006652800 58
22650006652900 57
22650006653000 34
22650006653100 48
22650006653200 30
22650006653300 56
22650006653400 24
22650006653500 55
22650006653600 35
22650006653700 45
22650006653800 55
22650006653900 48
22650006654000 68
22650006654100 61
22650006654200 41
22650006654300 9
22650006654500 60
22650006654600 101
22650006654700 144
22650006654800 91
22650006654900 25
22650006655000 36
22650006655100 61
22650006655200 34
22650006655300 23
22651006639500 85
22651006639600 29
22651006639700 30
22651006639800 80
22651006639900 67
22651006640000 79
22651006640100 61
22651006640200 36
22651006640300 34
22651006640400 33
22651006640500 46
22651006640600 41
22651006640700 83
22651006640800 29
22651006640900 29
22651006641000 6
22651006641100 19
22651006641200 40
22651006641300 42
22651006641400 34
22651006641500 16
22651006641600 47
22651006641700 41
22651006642200 25
22651006642300 85
22651006642400 24
22651006642500 30
22651006642600 44
22651006642700 47
22651006642800 42
22651006642900 60
22651006643000 26
22651006643300 38
22651006643400 69
22651006643500 42
22651006643600 38
22651006643700 34
22651006643800 36
22651006643900 45
22651006644000 56
22651006644100 50
22651006644200 30
22651006644300 51
22651006644400 37
22651006644500 57
22651006644600 22
22651006644700 38
22651006644800 53
22651006644900 34
22651006645000 49
22651006645100 44
22651006645200 23
22651006645300 56
22651006645400 30
22651006645500 54
22651006645600 59
22651006645700 38
22651006645800 30
22651006645900 23
22651006646000 29
22651006646100 152
22651006646200 132
22651006646300 176
22651006646400 79
22651006646500 81
22651006646600 11
22651006647000 6
22651006647200 16
22651006647500 65
22651006647600 40
22651006647700 25
22651006648100 20
22651006648200 110
22651006648300 102
22651006648400 185
22651006648500 116
22651006648600 57
22651006648700 64
22651006648800 104
22651006648900 141
22651006649000 110
22651006649700 90
22651006649800 36
22651006649900 134
22651006650000 43
22651006650100 136
22651006650200 81
22651006651000 37
22651006651100 88
22651006651400 19
22651006651500 117
22651006651600 78
22651006651700 54
22651006651800 36
22651006651900 100
22651006652300 60
22651006652400 76
22651006652500 69
22651006652600 48
22651006652700 28
22651006652800 57
22651006652900 53
22651006653000 46
22651006653100 6
22651006653200 29
22651006653300 45
22651006653400 48
22651006653500 34
22651006653600 63
22651006653700 79
22651006653800 46
22651006653900 45
22651006654000 63
22651006654100 56
22651006654200 72
22651006654300 14
22651006654500 68
22651006654600 140
22651006654700 63
22651006654800 29
22651006654900 27
22651006655000 43
22651006655100 42
22651006655200 27
22651006655300 30
22651006655400 33
22652006639400 9
22652006639500 49
22652006639600 112
22652006639700 94
22652006639800 44
22652006639900 46
22652006640000 52
22652006640100 22
22652006640200 60
22652006640300 47
22652006640400 23
22652006640500 40
22652006640600 44
22652006640700 48
22652006640800 63
22652006640900 63
22652006641000 37
22652006641100 24
22652006641200 48
22652006641300 47
22652006641400 13
22652006641500 50
22652006641600 51
22652006642200 8
22652006642300 44
22652006642400 39
22652006642500 46
22652006642600 32
22652006642700 36
22652006642800 52
22652006642900 36
22652006643000 24
22652006643100 13
22652006643200 20
22652006643300 38
22652006643400 41
22652006643500 35
22652006643600 29
22652006643700 24
22652006643800 21
22652006643900 51
22652006644000 38
22652006644100 46
22652006644200 48
22652006644300 30
22652006644400 60
22652006644500 49
22652006644600 62
22652006644700 48
22652006644800 36
22652006644900 48
22652006645000 33
22652006645100 73
22652006645200 95
22652006645300 127
22652006645400 57
22652006645500 26
22652006645600 24
22652006645700 46
22652006645800 35
22652006645900 44
22652006646000 63
22652006646100 70
22652006646200 70
22652006646300 37
22652006646400 71
22652006646500 81
22652006646600 62
22652006647400 80
22652006647500 33
22652006647900 28
22652006648000 63
22652006648100 74
22652006648400 95
22652006648500 174
22652006648600 140
22652006648700 75
22652006648800 13
22652006648900 67
22652006649000 112
22652006649300 8
22652006649400 21
22652006649500 80
22652006649600 65
22652006649700 68
22652006649800 115
22652006650100 116
22652006650200 105
22652006650300 100
22652006651200 35
22652006651300 6
22652006651400 62
22652006651500 64
22652006651600 72
22652006651700 47
22652006651800 53
22652006651900 26
22652006652000 53
22652006652300 111
22652006652400 57
22652006652500 48
22652006652600 31
22652006652700 33
22652006652800 57
22652006652900 49
22652006653000 35
22652006653100 56
22652006653200 100
22652006653300 99
22652006653400 32
22652006653500 46
22652006653600 108
22652006653700 253
22652006653900 31
22652006654000 28
22652006654100 32
22652006654200 42
22652006654300 193
22652006654400 76
22652006654500 124
22652006654600 28
22652006654700 35
22652006654800 22
22652006654900 54
22652006655000 42
22652006655100 23
22652006655200 14
22652006655300 22
22652006655400 25
22652006655500 8
22652006655600 7
22652006661500 5
22653006639200 32
22653006639300 85
22653006639400 90
22653006639500 61
22653006639600 93
22653006639700 66
22653006639800 29
22653006639900 41
22653006640000 29
22653006640100 24
22653006640200 9
22653006640300 21
22653006640400 17
22653006640500 32
22653006640600 20
22653006640700 24
22653006640800 22
22653006640900 26
22653006641000 25
22653006641100 29
22653006641200 117
22653006641300 87
22653006641400 150
22653006641500 151
22653006641600 61
22653006641900 6
22653006642300 19
22653006642400 36
22653006642500 47
22653006642600 58
22653006642700 28
22653006642800 63
22653006642900 66
22653006643000 36
22653006643100 36
22653006643200 42
22653006643300 44
22653006643400 41
22653006643500 19
22653006643600 26
22653006643900 53
22653006644000 58
22653006644100 23
22653006644200 33
22653006644300 19
22653006644400 53
22653006644500 31
22653006644600 20
22653006644700 42
22653006644800 45
22653006644900 88
22653006645000 100
22653006645100 148
22653006645200 60
22653006645300 52
22653006645400 18
22653006645500 45
22653006645600 35
22653006645700 38
22653006645800 48
22653006645900 34
22653006646000 40
22653006646100 65
22653006646200 47
22653006646300 22
22653006646400 66
22653006646500 12
22653006647500 12
22653006647600 111
22653006647700 95
22653006647800 57
22653006647900 47
22653006648000 34
22653006648100 34
22653006648200 39
22653006648300 33
22653006648400 96
22653006648500 68
22653006648600 108
22653006648700 126
22653006648800 131
22653006648900 29
22653006649000 29
22653006649600 137
22653006649700 81
22653006649800 51
22653006649900 76
22653006650200 12
22653006651200 31
22653006651300 8
22653006651400 223
22653006651500 99
22653006651600 63
22653006651700 39
22653006651800 57
22653006651900 40
22653006652000 43
22653006652100 42
22653006652200 5
22653006652300 40
22653006652400 110
22653006652500 59
22653006652600 51
22653006652700 54
22653006652800 67
22653006652900 42
22653006653000 18
22653006653100 45
22653006653200 36
22653006653300 17
22653006653400 132
22653006653500 48
22653006653600 83
22653006653700 139
22653006653800 294
22653006653900 91
22653006654000 17
22653006654100 91
22653006654200 86
22653006654300 94
22653006654400 25
22653006654500 37
22653006654600 33
22653006654700 25
22653006654800 50
22653006654900 44
22653006655000 35
22653006655100 32
22653006655200 30
22653006655300 38
22653006655400 24
22653006655500 26
22654006639200 6
22654006641100 81
22654006641200 102
22654006641300 44
22654006641400 37
22654006641600 8
22654006641800 77
22654006641900 147
22654006642000 200
22654006642200 19
22654006642300 42
22654006642400 23
22654006642500 45
22654006642600 51
22654006642700 43
22654006642800 19
22654006642900 44
22654006643000 25
22654006643100 9
22654006643200 50
22654006643300 43
22654006643400 29
22654006643500 32
22654006643600 55
22654006643700 43
22654006643800 56
22654006643900 52
22654006644000 39
22654006644100 36
22654006644200 26
22654006644300 51
22654006644400 61
22654006644500 68
22654006644600 79
22654006644700 40
22654006644800 89
22654006644900 54
22654006645400 26
22654006645500 44
22654006645600 39
22654006645700 32
22654006645800 31
22654006645900 35
22654006646000 26
22654006646100 10
22654006647000 77
22654006647100 94
22654006647400 90
22654006647500 56
22654006647600 127
22654006647700 68
22654006647800 40
22654006647900 42
22654006648000 38
22654006648100 47
22654006648200 20
22654006648300 24
22654006648500 213
22654006648600 42
22654006648700 51
22654006649800 58
22654006649900 104
22654006651400 287
22654006651800 24
22654006651900 55
22654006652000 45
22654006652100 59
22654006652200 20
22654006652300 26
22654006652400 31
22654006652500 41
22654006652600 48
22654006652700 43
22654006652800 69
22654006652900 47
22654006653000 44
22654006653100 39
22654006653200 96
22654006653300 90
22654006653400 102
22654006653700 142
22654006653800 30
22654006654200 30
22654006654300 57
22654006654400 17
22654006654500 31
22654006654600 42
22654006654700 20
22654006654800 16
22654006654900 9
22654006655000 14
22654006655100 26
22654006655200 55
22654006655300 20
22655006641500 6
22655006641800 128
22655006641900 56
22655006642000 63
22655006642200 55
22655006642300 69
22655006642400 33
22655006642500 33
22655006642600 35
22655006642700 67
22655006642800 41
22655006642900 49
22655006643000 11
22655006643100 22
22655006643200 16
22655006643300 55
22655006643400 35
22655006643500 65
22655006643600 50
22655006643700 24
22655006643800 32
22655006643900 50
22655006644000 80
22655006644100 98
22655006644200 38
22655006644400 72
22655006644500 54
22655006644600 71
22655006644700 103
22655006645400 28
22655006645500 43
22655006645600 35
22655006645700 33
22655006645800 51
22655006645900 35
22655006646000 10
22655006646200 10
22655006646300 49
22655006646400 49
22655006646700 20
22655006646800 113
22655006646900 117
22655006647000 191
22655006647100 31
22655006647300 65
22655006647400 144
22655006647500 100
22655006647600 108
22655006647700 81
22655006647800 26
22655006647900 50
22655006648000 32
22655006648100 44
22655006648200 30
22655006648300 18
22655006648500 112
22655006648600 100
22655006648700 109
22655006650700 6
22655006651900 52
22655006652000 34
22655006652100 33
22655006652200 25
22655006652300 123
22655006652400 109
22655006652500 51
22655006652600 79
22655006652700 58
22655006652800 61
22655006652900 53
22655006653000 36
22655006653100 23
22655006653200 44
22655006653300 5
22655006654500 5
22655006654600 16
22655006655100 5
22655006655200 34
22655006658000 9
22656006641700 100
22656006641900 71
22656006642300 52
22656006642400 71
22656006642500 69
22656006642600 60
22656006642700 71
22656006642800 36
22656006642900 51
22656006643000 63
22656006643100 33
22656006643200 24
22656006643300 32
22656006643400 53
22656006643500 69
22656006643600 18
22656006643700 30
22656006643800 137
22656006643900 58
22656006644000 72
22656006644200 10
22656006644400 180
22656006644500 225
22656006644600 51
22656006645000 30
22656006645100 122
22656006645200 102
22656006645300 105
22656006645400 85
22656006645500 44
22656006645600 39
22656006645700 34
22656006645800 25
22656006645900 41
22656006646000 8
22656006646100 28
22656006646200 51
22656006646300 52
22656006646400 72
22656006646500 78
22656006646600 45
22656006646700 52
22656006646800 95
22656006646900 273
22656006647000 76
22656006647100 80
22656006647300 27
22656006647400 96
22656006647500 60
22656006647600 113
22656006647700 22
22656006647800 31
22656006647900 46
22656006648000 24
22656006648100 26
22656006648200 42
22656006648300 35
22656006648500 66
22656006648600 245
22656006648700 198
22656006649000 9
22656006652000 33
22656006652100 35
22656006652200 57
22656006652300 81
22656006652400 95
22656006652500 145
22656006652600 6
22656006652700 26
22656006652800 29
22656006652900 17
22656006653000 53
22656006653100 42
22657006641500 23
22657006641600 216
22657006641700 176
22657006641800 104
22657006642300 9
22657006642400 91
22657006642500 41
22657006642600 18
22657006642700 15
22657006642800 38
22657006642900 32
22657006643000 137
22657006643100 17
22657006643200 9
22657006643300 44
22657006643400 33
22657006643500 67
22657006643600 142
22657006643700 73
22657006643800 25
22657006643900 41
22657006644000 81
22657006644100 129
22657006644200 118
22657006644300 80
22657006644500 14
22657006644800 52
22657006644900 80
22657006645000 92
22657006645100 99
22657006645200 93
22657006645300 42
22657006645400 20
22657006645500 15
22657006645600 28
22657006645700 24
22657006645800 20
22657006645900 21
22657006646000 21
22657006646100 57
22657006646200 29
22657006646300 23
22657006646400 46
22657006646500 46
22657006646600 68
22657006646700 46
22657006646800 22
22657006646900 45
22657006647000 120
22657006647100 66
22657006647200 5
22657006647400 45
22657006647500 97
22657006647600 11
22657006647700 103
22657006647800 44
22657006647900 38
22657006648000 30
22657006648100 45
22657006648200 55
22657006648300 37
22657006648400 13
22657006649700 14
22657006651200 190
22657006651300 71
22657006651400 8
22657006652100 5
22657006652200 55
22657006652300 91
22657006652400 15
22657006652500 88
22657006652600 33
22657006652700 54
22657006652800 51
22657006652900 47
22657006653000 7
22658006641400 8
22658006641500 55
22658006641600 224
22658006641700 99
22658006641800 150
22658006641900 167
22658006642300 5
22658006642900 32
22658006643000 23
22658006643100 25
22658006643200 47
22658006643300 26
22658006643400 30
22658006643500 51
22658006643900 81
22658006644000 107
22658006644100 121
22658006644200 118
22658006644300 153
22658006644800 130
22658006644900 145
22658006645000 142
22658006645100 103
22658006645200 69
22658006645800 7
22658006645900 142
22658006646000 55
22658006646100 36
22658006646200 64
22658006646300 11
22658006646400 56
22658006646500 55
22658006646600 58
22658006646700 35
22658006646800 24
22658006646900 86
22658006647000 118
22658006647100 113
22658006647700 29
22658006647800 46
22658006647900 38
22658006648000 54
22658006648100 45
22658006648200 50
22658006648300 31
22658006648400 44
22658006649300 36
22658006649400 169
22658006649500 193
22658006649700 168
22658006649800 123
22658006649900 41
22658006651200 216
22658006651300 56
22658006651400 121
22658006651500 201
22658006651600 66
22658006651700 48
22658006651900 7
22658006652100 8
22658006652200 100
22658006652300 206
22658006652400 15
22658006652500 38
22658006652600 48
22658006652700 47
22658006652800 70
22658006652900 47
22658006653000 17
22659006641100 8
22659006641700 12
22659006641800 32
22659006642400 7
22659006642500 28
22659006642600 66
22659006642700 10
22659006642800 10
22659006642900 59
22659006643000 52
22659006643100 36
22659006643200 15
22659006643300 47
22659006643700 109
22659006643800 111
22659006643900 121
22659006644100 71
22659006644200 73
22659006644300 150
22659006644700 29
22659006644800 140
22659006644900 194
22659006645000 81
22659006645100 45
22659006645700 5
22659006645800 26
22659006645900 43
22659006646000 51
22659006646100 28
22659006646400 47
22659006646500 99
22659006646600 81
22659006646700 65
22659006646800 60
22659006646900 77
22659006647000 92
22659006647100 112
22659006647200 117
22659006647300 93
22659006647400 97
22659006647700 57
22659006647800 57
22659006647900 70
22659006648000 53
22659006648100 49
22659006648200 38
22659006648300 31
22659006648400 56
22659006648600 12
22659006649200 38
22659006649300 105
22659006649400 112
22659006649700 117
22659006649800 187
22659006650900 21
22659006651100 13
22659006651200 47
22659006651300 44
22659006651400 39
22659006651500 54
22659006651600 44
22659006651700 97
22659006651800 103
22659006652300 287
22659006652500 69
22659006652600 14
22659006652700 93
22659006652800 60
22659006652900 46
22659006653000 46
22659006653100 5
22660006641700 91
22660006641800 81
22660006641900 21
22660006642300 11
22660006642400 58
22660006642500 45
22660006642600 47
22660006642700 9
22660006642800 32
22660006642900 41
22660006643000 47
22660006643100 27
22660006643300 27
22660006643600 172
22660006643700 127
22660006643800 157
22660006643900 86
22660006644000 77
22660006644100 96
22660006644200 80
22660006644300 63
22660006644400 65
22660006644600 31
22660006644700 66
22660006644800 60
22660006644900 109
22660006645500 11
22660006645600 39
22660006645700 54
22660006645800 41
22660006645900 38
22660006646000 63
22660006646400 18
22660006646500 34
22660006646600 45
22660006646700 43
22660006646800 100
22660006646900 57
22660006647000 125
22660006647100 86
22660006647200 85
22660006647400 147
22660006647500 35
22660006647600 56
22660006647700 47
22660006647800 79
22660006647900 94
22660006648000 31
22660006648100 38
22660006648200 40
22660006648300 30
22660006648400 42
22660006649000 16
22660006649100 123
22660006649200 101
22660006649400 72
22660006649600 133
22660006649700 90
22660006649800 176
22660006649900 67
22660006650000 116
22660006650100 23
22660006650900 40
22660006651000 82
22660006651100 71
22660006651200 55
22660006651300 45
22660006651400 39
22660006651500 64
22660006651600 66
22660006651700 74
22660006651800 45
22660006651900 7
22660006652500 193
22660006652600 46
22660006652700 110
22660006652800 47
22660006652900 53
22660006653000 64
22660006653100 8
22660006656400 7
22660006656500 11
22660006661500 6
22661006641400 264
22661006641500 368
22661006641600 155
22661006641700 12
22661006641800 113
22661006641900 199
22661006642200 6
22661006642300 47
22661006642500 50
22661006642600 56
22661006642700 140
22661006642800 120
22661006642900 61
22661006643000 67
22661006643300 46
22661006643400 9
22661006643700 112
22661006643800 99
22661006643900 33
22661006644000 77
22661006644100 109
22661006644200 97
22661006644300 57
22661006644600 29
22661006644700 77
22661006644800 135
22661006644900 24
22661006645000 29
22661006645400 41
22661006645500 23
22661006645600 34
22661006645700 32
22661006645800 41
22661006645900 56
22661006646000 21
22661006646200 9
22661006646500 16
22661006646600 53
22661006646700 108
22661006646800 41
22661006646900 23
22661006647100 75
22661006647200 187
22661006647300 153
22661006647400 124
22661006647500 87
22661006647600 145
22661006647800 16
22661006647900 93
22661006648000 43
22661006648100 44
22661006648200 36
22661006648300 61
22661006648400 29
22661006648600 13
22661006649100 49
22661006649200 21
22661006649300 109
22661006649400 115
22661006649500 208
22661006649600 40
22661006649700 82
22661006649800 138
22661006649900 182
22661006650000 233
22661006650100 222
22661006650900 30
22661006651000 47
22661006651100 43
22661006651200 53
22661006651300 63
22661006651400 38
22661006651500 47
22661006651600 39
22661006651700 35
22661006651800 42
22661006651900 62
22661006652000 5
22661006652400 108
22661006652700 97
22661006652800 79
22661006652900 77
22661006653000 53
22661006653100 15
22661006656300 24
22661006659800 5
22661006661400 8
22662006640200 35
22662006640300 71
22662006640700 10
22662006641200 46
22662006641300 66
22662006641400 191
22662006641500 128
22662006641600 224
22662006641700 18
22662006641800 89
22662006641900 181
22662006642000 45
22662006642400 25
22662006642500 85
22662006642600 92
22662006642700 89
22662006642800 53
22662006642900 74
22662006643000 42
22662006643200 5
22662006643300 26
22662006643400 26
22662006643700 55
22662006643800 90
22662006643900 94
22662006644000 75
22662006644100 99
22662006644200 84
22662006644300 33
22662006645300 28
22662006645400 54
22662006645500 23
22662006645600 26
22662006645700 62
22662006645800 30
22662006645900 21
22662006646600 28
22662006646700 28
22662006646800 37
22662006646900 23
22662006647100 19
22662006647200 65
22662006647300 62
22662006647400 25
22662006647500 42
22662006647600 26
22662006647700 48
22662006647800 12
22662006648100 41
22662006648200 36
22662006649100 101
22662006649200 49
22662006649300 80
22662006649400 60
22662006649500 30
22662006649600 14
22662006649700 57
22662006649800 53
22662006651000 31
22662006651100 64
22662006651200 63
22662006651300 41
22662006651400 50
22662006651500 27
22662006651600 28
22662006651700 38
22662006651800 62
22662006651900 60
22662006652000 20
22662006652300 106
22662006652400 211
22662006652700 10
22662006652800 34
22662006652900 38
22662006653000 48
22662006653100 47
22662006653200 42
22662006656300 5
22662006661200 5
22662006661400 6
22662006661500 5
22662006662800 5
22662006663100 5
22663006639100 53
22663006639200 58
22663006639300 37
22663006639400 48
22663006639500 44
22663006639600 15
22663006639700 19
22663006639800 24
22663006639900 34
22663006640000 53
22663006640100 49
22663006640200 38
22663006640300 40
22663006640400 55
22663006640500 47
22663006640600 10
22663006640900 19
22663006641000 107
22663006641100 104
22663006641200 143
22663006641300 174
22663006641400 131
22663006641500 101
22663006641800 99
22663006641900 73
22663006642300 41
22663006642400 78
22663006642500 107
22663006642600 51
22663006642700 86
22663006642800 71
22663006642900 47
22663006643000 33
22663006643100 42
22663006643200 33
22663006643300 28
22663006643400 22
22663006643600 77
22663006643700 193
22663006643800 111
22663006643900 156
22663006644000 47
22663006644100 99
22663006644200 49
22663006645300 7
22663006645400 79
22663006645500 22
22663006645600 93
22663006645700 82
22663006646600 29
22663006646700 32
22663006646800 32
22663006646900 15
22663006647400 36
22663006647500 29
22663006647600 49
22663006647700 34
22663006647800 98
22663006647900 125
22663006648300 41
22663006648400 19
22663006648500 9
22663006649100 63
22663006649200 102
22663006649300 50
22663006649400 87
22663006649500 36
22663006649600 42
22663006649700 76
22663006649800 5
22663006651100 16
22663006651200 62
22663006651300 48
22663006651400 47
22663006651500 37
22663006651600 35
22663006651700 51
22663006651800 51
22663006651900 41
22663006652000 29
22663006652100 6
22663006652400 99
22663006652500 89
22663006652800 81
22663006652900 54
22663006653000 61
22663006653100 46
22663006653200 66
22663006656100 7
22663006656300 13
22663006656400 9
22663006656500 5
22663006661500 13
22663006662700 8
22663006662900 6
22663006663000 5
22663006663100 5
22664006639300 60
22664006639400 104
22664006639500 62
22664006639600 116
22664006639700 121
22664006639800 65
22664006639900 80
22664006640000 73
22664006640100 83
22664006640200 89
22664006640300 80
22664006640400 52
22664006640500 29
22664006640900 87
22664006641000 187
22664006641100 44
22664006641200 127
22664006641300 38
22664006641900 78
22664006642000 47
22664006642300 62
22664006642400 56
22664006642500 50
22664006642600 57
22664006642700 93
22664006642800 57
22664006642900 9
22664006643200 43
22664006643300 6
22664006643400 15
22664006643900 102
22664006644000 75
22664006644100 83
22664006644800 16
22664006644900 53
22664006645000 43
22664006645100 45
22664006645200 53
22664006645300 51
22664006645400 49
22664006645500 17
22664006645600 27
22664006645700 37
22664006647400 17
22664006647500 38
22664006647600 49
22664006647700 27
22664006647800 68
22664006647900 103
22664006648000 116
22664006648100 49
22664006648200 23
22664006648300 36
22664006648400 30
22664006648500 26
22664006649100 200
22664006649200 41
22664006649300 51
22664006649400 19
22664006649500 52
22664006649600 68
22664006649700 84
22664006649800 45
22664006651200 52
22664006651300 66
22664006651400 24
22664006651500 58
22664006651600 72
22664006651700 40
22664006651800 48
22664006651900 93
22664006652000 133
22664006652100 81
22664006652300 84
22664006652400 84
22664006652800 103
22664006652900 131
22664006653000 59
22664006653100 66
22664006653200 45
22664006653300 149
22664006653400 148
22664006656400 19
22664006656500 6
22664006661400 9
22664006661500 7
22664006661600 6
22664006662200 5
22664006662400 12
22664006662500 6
22664006662600 5
22664006663100 7
22664006663200 10
22664006663300 6
22665006638400 33
22665006638500 21
22665006638600 11
22665006638700 35
22665006638800 41
22665006638900 52
22665006639000 64
22665006639100 19
22665006639400 155
22665006639500 69
22665006639600 44
22665006639700 116
22665006639800 91
22665006639900 69
22665006640000 99
22665006640100 86
22665006640200 15
22665006641900 106
22665006642000 18
22665006642300 29
22665006642400 63
22665006642500 57
22665006642600 53
22665006642700 12
22665006642800 15
22665006644600 11
22665006644700 12
22665006644800 27
22665006644900 44
22665006645000 29
22665006645100 36
22665006645200 39
22665006645300 42
22665006645400 54
22665006645500 36
22665006645600 64
22665006645700 6
22665006647400 8
22665006647500 37
22665006647600 38
22665006647700 29
22665006647800 72
22665006647900 36
22665006648000 133
22665006648100 34
22665006648200 16
22665006648300 15
22665006648400 7
22665006648500 11
22665006648600 8
22665006648700 34
22665006649000 6
22665006649400 52
22665006649500 35
22665006649600 32
22665006649700 34
22665006651200 28
22665006651300 70
22665006651400 18
22665006651500 51
22665006651600 44
22665006651700 22
22665006651800 35
22665006651900 170
22665006652000 89
22665006652100 82
22665006652200 36
22665006652400 53
22665006652500 25
22665006652800 47
22665006652900 58
22665006653000 19
22665006653100 76
22665006653200 64
22665006653300 85
22665006653400 222
